Cost of Living Index,mortgage_rate,date,nielsen_rank,hotness_rank,hotness_rank_yy,supply_score,demand_score,median_days_on_market_yy,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price_yy,city_name,state_abb,city_state,tax_rank,Effective_Total_Tax_Med_US_Household,Annual_Total_Tax_Med_US_Household,Per_Diff_State_US_Avg,Annual_Total_Tax_State_Household,Adjusted_Overall_Rank
103.4,2.24,2021-02-01,135,534,-12,38.36398224,83.2593532,-0.198979592,1.540540541,1.5667,0.106569807,philadelphia,pa,philadelphia_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.24,2021-02-01,1024,1319,-81,23.39885859,25.23779328,-0.201680672,1.210526316,0.7,-0.135294118,bogalusa,la,bogalusa_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
91,2.24,2021-02-01,1311,758,181,18.96005073,84.46417248,-0.20703125,2.233333333,1.6167,0.635475997,spartanburg,sc,spartanburg_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
,2.24,2021-02-01,1266,693,731,42.10526316,67.5967026,-0.493243243,3.75,1.2667,0.160118606,alpena,mi,alpena_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
,2.24,2021-02-01,956,1533,-49,2.980342422,6.277742549,0.363636364,1,0.3667,0.221895425,elko,nv,elko_nv,4,7.94%,"$5,017 ",-26.53%,"$5,180 ",10
,2.24,2021-02-01,1078,765,82,34.62270133,68.54787571,0.064935065,3.277777778,1.2833,0.152631579,lawrenceburg,tn,lawrenceburg_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
89.9,2.24,2021-02-01,619,1491,-76,13.950539,6.911857958,0.047169811,1.3,0.3833,-0.026041667,houma,la,houma_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
,2.24,2021-02-01,1027,550,145,65.82117945,54.21686747,-0.331325301,1.782608696,1.0667,0.328372774,ellensburg,wa,ellensburg_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
,2.24,2021-02-01,1158,644,-506,45.52948637,68.29422955,2.428571429,1.961538462,1.2833,0.273,newton,ia,newton_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
,2.24,2021-02-01,1223,1129,218,62.27013316,7.165504122,-0.377659574,2.428571429,0.4,8e-06,junction city,ks,junction city_ks,47,13.43%,"$8,488 ",24.30%,"$7,294 ",36
93.1,2.24,2021-02-01,741,971,-82,16.67723526,67.53329106,-0.139344262,1.451612903,1.2667,0.211363636,pittsburgh,pa,pittsburgh_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
88.5,2.24,2021-02-01,289,1303,9,43.05643627,7.102092581,-0.229166667,1.3,0.3833,0.012557078,montgomery,al,montgomery_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
90.9,2.24,2021-02-01,746,1437,1,11.22384274,20.54533925,-0.048387097,1.923076923,0.6333,0.165665666,cumberland,md,cumberland_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
97.3,2.24,2021-02-01,45,358,-186,72.85986049,63.7285986,-0.191666667,1.366666667,1.1833,0.15245759,buffalo,ny,buffalo_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
85.5,2.24,2021-02-01,837,1062,-21,33.67152822,42.42232086,-0.017647059,2.666666667,0.9167,0.045236828,russellville,ar,russellville_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
,2.24,2021-02-01,901,769,-255,21.75015853,81.16677235,-0.071428571,1,1.5333,0.172662563,oxford,nc,oxford_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
91.1,2.24,2021-02-01,973,1249,-560,12.17501585,44.9587825,0.635714286,2,0.95,0.833068557,lexington,ky,lexington_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
100.3,2.24,2021-02-01,686,109,540,95.30754597,74.95244134,-0.558333333,3.941176471,1.4,0.102666391,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.24,2021-02-01,996,673,572,64.36271401,46.86112873,-0.5546875,1.9,0.9667,0.071479628,cortland,ny,cortland_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
,2.24,2021-02-01,998,1312,153,13.50665821,36.08116677,-0.138461538,2.846153846,0.8333,0.370207254,mountain home,ar,mountain home_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
105.8,2.24,2021-02-01,219,273,419,94.22954978,53.51934052,-0.586956522,2.5,1.05,0.111248302,salem,or,salem_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
,2.24,2021-02-01,1198,1461,82,10.52631579,14.96512365,-0.139285714,2.3,0.55,0.141666667,logan,wv,logan_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
125.3,2.24,2021-02-01,552,687,607,36.84210526,73.24032974,-0.415441176,3.315789474,1.3667,0.888417266,bozeman,mt,bozeman_mt,3,7.11%,"$4,494 ",-34.19%,"$4,301 ",2
86.7,2.24,2021-02-01,96,1116,-273,54.53392517,15.85288523,0.091666667,1.75,0.55,0.135140604,tulsa,ok,tulsa_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
87.1,2.24,2021-02-01,788,928,413,24.92073557,63.91883323,-0.363945578,2.789473684,1.2,0.048916064,danville,va,danville_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
97.8,2.24,2021-02-01,469,1038,-85,49.71464807,28.66201649,-0.188235294,1.588235294,0.7333,0.067378252,vineland,nj,vineland_nj,42,12.84%,"$8,117 ",18.88%,"$11,906 ",48
95,2.24,2021-02-01,1255,234,150,68.61128725,82.9422955,0.23255814,3.7,1.5667,0.244475459,athens,ga,athens_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
91.6,2.24,2021-02-01,1106,587,313,22.19403932,95.43436906,-0.03,4.458333333,2.1833,-0.021990104,knoxville,tn,knoxville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
105.4,2.24,2021-02-01,204,249,-137,93.84908053,56.24603678,-0.194444444,1.321428571,1.0833,0.068672857,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
95,2.24,2021-02-01,132,861,-74,69.56246037,25.93532023,-0.297297297,1.333333333,0.7,0.090602418,greenville,sc,greenville_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
120.1,2.24,2021-02-01,1169,230,-12,83.19594166,68.6746988,-0.240384615,2.08,1.2833,0.250084488,washington,dc,washington_dc,14,9.04%,"$5,715 ",-16.30%,"$9,563 ",42
92.7,2.24,2021-02-01,1118,1096,-90,15.78947368,57.26062143,-0.013888889,1.869565217,1.1,-0.025543957,san antonio,tx,san antonio_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
103.4,2.24,2021-02-01,248,92,136,86.17628408,86.93722257,-0.485915493,2.15625,1.6833,0.115813953,philadelphia,pa,philadelphia_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.24,2021-02-01,103,609,-10,79.64489537,36.77869372,-0.25862069,1.941176471,0.8333,0.057272836,palm bay,fl,palm bay_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
90.7,2.24,2021-02-01,524,804,-278,78.88395688,21.87698161,-0.3203125,0.95,0.65,0.04015444,san angelo,tx,san angelo_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
86.1,2.24,2021-02-01,732,267,189,88.64933418,60.05072923,-0.533783784,1.615384615,1.1333,0.2,hattiesburg,ms,hattiesburg_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
85.7,2.24,2021-02-01,162,812,-248,58.52885225,41.66138237,-0.240740741,1.16,0.9,0.085714286,flint,mi,flint_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
97.9,2.24,2021-02-01,1277,1119,-627,4.502219404,65.56753329,0.426470588,0.608695652,1.2333,-0.111728738,charlotte,nc,charlotte_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
99.7,2.24,2021-02-01,435,294,343,79.64489537,65.37729867,-0.4625,2.173913043,1.2167,-0.029227035,hagerstown,md,hagerstown_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
97.9,2.24,2021-02-01,462,319,-77,58.52885225,82.43500317,-0.267857143,1.162790698,1.55,0.20941337,charlotte,nc,charlotte_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
91.6,2.24,2021-02-01,898,199,593,63.15789474,93.91249207,-0.553846154,2.075,2.05,-0.182284768,knoxville,tn,knoxville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
106.6,2.24,2021-02-01,731,1057,279,25.49143944,51.04629042,-0.305970149,2.388888889,1.0167,-0.129072165,wenatchee,wa,wenatchee_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
90.7,2.24,2021-02-01,314,656,109,70.83069119,41.72479391,-0.41954023,1.454545455,0.9,0.148910534,birmingham,al,birmingham_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
92.9,2.24,2021-02-01,616,395,-270,75.07926443,58.84590996,0.081395349,1.310344828,1.1167,-0.187593797,omaha,ne,omaha_ne,46,13.27%,"$8,386 ",22.82%,"$7,214 ",38
,2.24,2021-02-01,1103,1035,-416,31.07165504,47.55865568,-0.085106383,0.966666667,0.9833,-0.000588,celina,oh,celina_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
89.6,2.24,2021-02-01,297,1458,-479,2.7901078,23.65250476,0.564220183,0.666666667,0.6667,0.111160516,st. louis,mo,st. louis_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
87.3,2.24,2021-02-01,824,225,-55,67.08941027,84.97146481,-0.1484375,2.03125,1.6167,0.29561696,morristown,tn,morristown_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
84.1,2.24,2021-02-01,742,1281,-127,29.6131896,23.33544705,-0.264705882,0.904761905,0.6667,0.466111111,wheeling,wv,wheeling_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
,2.24,2021-02-01,1205,1225,236,9.004438808,51.49017121,-0.29494382,2.875,1.0333,-0.028776978,houghton,mi,houghton_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
105.4,2.24,2021-02-01,1124,965,-514,48.82688649,35.70069753,-0.172619048,0.666666667,0.8333,0,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
84.7,2.24,2021-02-01,563,1263,-656,27.901078,26.75967026,0.25,1.047619048,0.7167,0.332828283,terre haute,in,terre haute_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
89.8,2.24,2021-02-01,1176,719,-519,13.06277743,94.29296132,0.339285714,0.75,2.1,0.25010421,hickory,nc,hickory_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
91.6,2.24,2021-02-01,695,114,47,71.27457197,98.41471148,-0.350649351,2.176470588,2.7,0.141268638,knoxville,tn,knoxville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
89.6,2.24,2021-02-01,185,1047,-634,48.065948,29.6131896,-0.04109589,0.730769231,0.75,0.222577419,st. louis,mo,st. louis_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
86.2,2.24,2021-02-01,499,323,-89,72.85986049,67.9137603,-0.401234568,0.853658537,1.2667,-0.08189263,mansfield,oh,mansfield_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.24,2021-02-01,1214,830,-165,56.1192137,42.35890932,-0.238095238,1.291666667,0.9167,0.379333333,arkansas city,ks,arkansas city_ks,47,13.43%,"$8,488 ",24.30%,"$7,294 ",36
,2.24,2021-02-01,1073,287,-266,53.83639822,91.94673431,0.269230769,1.254901961,1.9167,0.176966475,louisville/jefferson county,ky,louisville/jefferson county_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
,2.24,2021-02-01,969,1297,-472,36.5884591,14.58465441,0,0.684210526,0.5333,-0.246089385,ardmore,ok,ardmore_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
108.7,2.24,2021-02-01,349,1000,-319,59.92390615,22.13062777,-0.0546875,1.294117647,0.65,0.294057971,redding,ca,redding_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
128,2.24,2021-02-01,459,1048,-52,44.19784401,33.4812936,-0.151162791,2,0.8,0.150877193,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
110.7,2.24,2021-02-01,234,1218,-169,54.53392517,6.34115409,-0.064285714,1.444444444,0.3667,-0.023357664,anchorage,ak,anchorage_ak,1,5.84%,"$3,694 ",-45.90%,"$4,585 ",3
105.1,2.24,2021-02-01,380,1237,-210,16.04311985,43.05643627,-0.123966942,1.2,0.9167,0.019230769,santa fe,nm,santa fe_nm,20,10.54%,"$6,663 ",-2.42%,"$5,257 ",20
88.1,2.24,2021-02-01,1379,1479,-764,13.50665821,9.575142676,0.723076923,0.588235294,0.45,0.057584906,cedar rapids,ia,cedar rapids_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
87.7,2.24,2021-02-01,452,878,273,79.64489537,13.82371592,-0.56122449,0.9375,0.5167,0.09273183,florence,sc,florence_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
128,2.24,2021-02-01,113,1455,-286,12.80913126,14.01395054,0.275280899,1.583333333,0.5167,0.117333811,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
127.8,2.24,2021-02-01,921,1383,87,34.36905517,7.03868104,-0.306722689,1.090909091,0.3833,0.021702838,glenwood springs,co,glenwood springs_co,9,8.54%,"$5,396 ",-20.98%,"$6,611 ",13
,2.24,2021-02-01,1181,1102,205,48.82688649,23.27203551,-0.344339623,1.857142857,0.6667,-0.122905028,batesville,ar,batesville_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
99,2.24,2021-02-01,1174,1193,90,22.38427394,42.54914394,-0.138392857,2.4375,0.9167,0.083694565,virginia beach,va,virginia beach_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
164.9,2.24,2021-02-01,818,1502,-81,11.54090044,7.292327204,-0.033057851,0.846153846,0.4,-0.150230415,kapaa,hi,kapaa_hi,24,10.66%,"$6,736 ",-1.35%,"$9,621 ",45
93.3,2.24,2021-02-01,941,1317,-477,7.672796449,41.0906785,0.308080808,1.16,0.9,-0.0760507,binghamton,ny,binghamton_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
96.6,2.24,2021-02-01,532,973,-882,19.78440076,64.36271401,0.732758621,1,1.2,0.359779234,rochester,ny,rochester_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
,2.24,2021-02-01,908,1156,-234,28.59860495,38.49080533,-0.091836735,1.363636364,0.8667,0.074112735,kerrville,tx,kerrville_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.24,2021-02-01,1141,767,401,69.11857958,33.86176284,-0.46969697,2.0625,0.8167,0.120114943,tifton,ga,tifton_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
91.3,2.24,2021-02-01,201,764,-265,41.53455929,61.63601776,-0.205263158,0.916666667,1.15,0.169811321,scranton,pa,scranton_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
99.8,2.24,2021-02-01,734,504,245,36.84210526,88.07863031,-0.25,2.322580645,1.7167,0.205357143,durham,nc,durham_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
99.2,2.24,2021-02-01,209,398,-51,86.17628408,47.36842105,-0.284313725,1.761904762,0.9667,0.140211851,richmond,va,richmond_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
,2.24,2021-02-01,1168,563,-305,21.75015853,97.71718453,0.203703704,2.923076923,2.55,0.058248473,alma,mi,alma_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
,2.24,2021-02-01,1018,946,239,4.755865568,81.92771084,-0.094339623,2.875,1.55,0.122463561,marion,nc,marion_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
85.7,2.24,2021-02-01,747,1395,-158,17.56499683,21.75015853,-0.050458716,1.294117647,0.65,0.176923077,paducah,ky,paducah_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
,2.24,2021-02-01,82,810,307,70.45022194,29.99365885,-0.346153846,3.5,0.75,0.045063463,cape coral,fl,cape coral_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
93.7,2.24,2021-02-01,870,242,178,58.14838301,92.89790742,-0.270588235,2.6875,1.9667,0.159163256,grand rapids,mi,grand rapids_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
86.6,2.24,2021-02-01,550,518,253,53.07545973,70.19657578,-0.384259259,1.548387097,1.3167,0.111111111,salem,oh,salem_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
90,2.24,2021-02-01,368,127,-57,70.45022194,97.08306912,-0.23880597,1.5,2.4167,0.081666667,cleveland,oh,cleveland_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
92.4,2.24,2021-02-01,425,1219,-889,24.54026633,36.33481294,0.620689655,1.173913043,0.8333,0.078736782,bloomington,in,bloomington_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
102.3,2.24,2021-02-01,1013,197,581,58.52885225,98.79518072,-0.455752212,4.060606061,2.7833,0.208483393,claremont,nh,claremont_nh,19,10.06%,"$6,358 ",-6.88%,"$7,577 ",33
91.6,2.24,2021-02-01,372,950,309,64.36271401,22.06721623,-0.4,2.25,0.65,0.17940613,augusta,ga,augusta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
100.1,2.24,2021-02-01,84,663,-472,92.64426126,19.15028535,-0.210526316,0.5,0.6,0.076220562,nashville,tn,nashville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
,2.24,2021-02-01,1303,1169,-25,16.67723526,49.52441344,-0.125,1.727272727,1,-0.022222222,point pleasant,wv,point pleasant_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
,2.24,2021-02-01,1238,762,-408,25.49143944,77.80596068,0.081395349,1.378378378,1.4667,-0.181050657,seneca falls,ny,seneca falls_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
103.4,2.24,2021-02-01,21,1324,-524,46.03677869,2.473050095,0.172131148,0.153846154,0.25,0.115429011,philadelphia,pa,philadelphia_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.24,2021-02-01,1300,1359,-131,3.804692454,40.51997464,0.076388889,1.454545455,0.9,0.249404762,elkins,wv,elkins_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
88.3,2.24,2021-02-01,164,1095,-214,48.065948,24.98414711,-0.04109589,1.733333333,0.6833,0.178421053,mobile,al,mobile_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
,2.24,2021-02-01,1002,1191,-33,55.10462904,10.01902346,-0.226190476,1.454545455,0.45,0.059285714,gillette,wy,gillette_wy,5,8.05%,"$5,086 ",-25.51%,"$5,178 ",8
105.4,2.24,2021-02-01,508,465,136,80.27901078,48.44641725,-0.291666667,2.277777778,0.9833,0.018624642,albany,or,albany_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
83.5,2.24,2021-02-01,754,1562,-192,0.887761573,0.507292327,3.75,0.125,0.15,-0.030597015,carbondale,il,carbondale_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
87.5,2.24,2021-02-01,302,1565,0,0.190234623,0.887761573,1.481854839,0.111111111,0.1667,-0.071479628,springfield,il,springfield_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.24,2021-02-01,1042,929,390,48.065948,40.7736208,-0.426229508,2.176470588,0.9,-0.103142857,rolla,mo,rolla_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
91.6,2.24,2021-02-01,589,832,-176,57.00697527,41.21750159,-0.37,0.6875,0.9,0.051295204,kansas city,mo,kansas city_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
101.4,2.24,2021-02-01,34,726,-338,66.45529486,40.20291693,-0.179104478,1.208333333,0.8833,-0.074756877,orlando,fl,orlando_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
143,2.24,2021-02-01,176,1072,-56,31.07165504,44.32466709,-0.218181818,1.434782609,0.9333,0.361111111,santa maria,ca,santa maria_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
90.2,2.24,2021-02-01,846,334,160,43.5637286,96.06848446,-0.25,2.487179487,2.2667,0.006146059,indianapolis,in,indianapolis_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
88,2.24,2021-02-01,560,391,26,50.8560558,83.19594166,-0.081081081,2.481481481,1.5667,-0.128270908,fond du lac,wi,fond du lac_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
102.1,2.24,2021-02-01,715,341,438,40.39315155,98.9220038,-0.441605839,2.795454545,2.7833,0.140575641,keene,nh,keene_nh,19,10.06%,"$6,358 ",-6.88%,"$7,577 ",33
89.6,2.24,2021-02-01,829,1037,-329,22.70133164,55.73874445,0.103448276,1.708333333,1.0833,0.447973987,nacogdoches,tx,nacogdoches_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
92.8,2.24,2021-02-01,303,361,-157,75.64996829,60.55802156,-0.26984127,1.344827586,1.1333,0.163636364,tyler,tx,tyler_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
95.8,2.24,2021-02-01,1237,1078,-151,63.79201015,11.22384274,-0.1015625,1.636363636,0.4833,-0.019490976,houston,tx,houston_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.24,2021-02-01,892,1155,-152,65.82117945,1.268230818,-0.207142857,0.090909091,0.2,-0.172364477,carlsbad,nm,carlsbad_nm,20,10.54%,"$6,663 ",-2.42%,"$5,257 ",20
,2.24,2021-02-01,1200,67,75,78.37666455,99.11223843,-0.3125,4,2.9167,1.127906027,huntington,in,huntington_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
138.3,2.24,2021-02-01,195,363,-84,60.93849081,75.14267597,-0.206666667,1.625,1.4,0.132992327,salinas,ca,salinas_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
87.2,2.24,2021-02-01,1381,405,135,74.38173748,58.27520609,-0.4125,1.576923077,1.1167,-0.099891863,macon,ga,macon_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.24,2021-02-01,848,576,418,45.52948637,73.11350666,-0.4,2.153846154,1.3667,0.130512868,albemarle,nc,albemarle_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
100.3,2.24,2021-02-01,484,321,-77,93.84908053,47.11477489,-0.340909091,1.52173913,0.9667,0.383837356,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
105.4,2.24,2021-02-01,268,564,-136,82.75206088,36.5884591,-0.333333333,1.380952381,0.8333,0.151402555,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
84.1,2.24,2021-02-01,1216,1340,-744,20.10145847,26.06214331,0,0.194444444,0.7167,-0.182648402,wheeling,wv,wheeling_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
86.8,2.24,2021-02-01,321,1246,-93,33.67152822,23.7159163,-0.102150538,1.857142857,0.6667,0.210951835,gulfport,ms,gulfport_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
,2.24,2021-02-01,1107,1557,-197,0.887761573,1.712111604,3.75,0.444444444,0.2167,-0.054621849,centralia,il,centralia_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
86.3,2.24,2021-02-01,548,1132,-95,52.50475587,16.67723526,-0.151898734,1.615384615,0.5667,-0.010422095,dothan,al,dothan_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
88.6,2.24,2021-02-01,274,1016,-383,70.13316424,10.20925808,-0.207692308,0.5,0.45,0.145572917,beaumont,tx,beaumont_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.24,2021-02-01,1159,1411,-457,26.44261256,10.33608117,0.326086957,1.333333333,0.4667,-0.280224179,ada,ok,ada_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
80,2.24,2021-02-01,691,1452,-98,9.955611921,17.69181991,0.079646018,1.5,0.5833,0.069444444,beckley,wv,beckley_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
122.4,2.24,2021-02-01,266,1055,263,26.06214331,50.66582118,-0.151376147,3.285714286,1,0.316052675,barnstable town,ma,barnstable town_ma,26,10.90%,"$6,890 ",0.91%,"$9,972 ",43
88.3,2.24,2021-02-01,565,1531,35,4.375396322,5.580215599,-0.201086957,1.625,0.35,-0.038955823,ogdensburg,ny,ogdensburg_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
100.1,2.24,2021-02-01,238,383,70,97.33671528,37.66645529,-0.274193548,2,0.85,0.189439828,nashville,tn,nashville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
99.3,2.24,2021-02-01,183,955,-550,47.05136335,38.74445149,-0.12962963,0.733333333,0.8667,0.1852,ann arbor,mi,ann arbor_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
,2.24,2021-02-01,1057,1222,278,6.975269499,53.58275206,-0.23699422,3.5,1.05,0.497874469,cullowhee,nc,cullowhee_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
93.8,2.24,2021-02-01,46,461,-353,81.73747622,47.43183259,-0.18,0.870967742,0.9667,-0.023734177,milwaukee,wi,milwaukee_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
95.4,2.24,2021-02-01,424,795,72,64.93341788,36.39822448,-0.356321839,1.5,0.8333,0.100240096,st. cloud,mn,st. cloud_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
95.4,2.24,2021-02-01,454,624,-247,30.05707039,85.35193405,-0.02247191,1.578947368,1.6333,0.103368801,lebanon,pa,lebanon_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.24,2021-02-01,1370,1020,279,60.43119848,19.46734306,-0.428571429,1.642857143,0.6167,-0.123412173,thomaston,ga,thomaston_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
87.3,2.24,2021-02-01,632,1408,-56,26.8230818,10.65313887,-0.080808081,1.8,0.4667,0.050934579,albany,ga,albany_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
85.3,2.24,2021-02-01,646,974,146,29.6131896,54.47051363,-0.288617886,1.782608696,1.0667,-0.100257069,orangeburg,sc,orangeburg_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
,2.24,2021-02-01,981,879,-232,18.96005073,74.44514902,0.015,1.545454545,1.4,0.386715196,lewistown,pa,lewistown_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
88,2.24,2021-02-01,160,964,-213,62.27013316,22.25745086,0.026315789,2,0.65,0.250119104,little rock,ar,little rock_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
91.8,2.24,2021-02-01,236,800,115,43.05643627,57.89473684,-0.274509804,1.75,1.1,0.107219442,erie,pa,erie_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.24,2021-02-01,944,1344,11,41.53455929,4.311984781,-0.331858407,0.428571429,0.3333,-0.098767417,starkville,ms,starkville_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
